|Lemons Arse-Freeze-Apalooza|,,,,,,,,,,
|12|,|3|,|2011|,,,,,,,,
|Pos|,|No|,|Name|,|Class|,|VicYear|,|VicMake|,|VicModel|,|Laps|,|BestTime|,|LapsBS|,|LapsFlag|
35,14,|Pit Crew Revenge Mutt|,|A|,1990,|Honda|,|Wagovan|,264,02:15.101,,
36,417,|Racing Hell Fish|,|A|,1985,|BMW|,|325E|,260,02:20.860,3,
37,36,|Killer ZomBees|,|C|,1977,|MG|,|MGB|,260,02:36.136,,
38,16,|BBQ Rubber Chicken Picatta|,|A|,1988,|Volvrolet|,|740 / 940 / 350|,259,02:12.831,,
39,854,|Team Urban Legend|,|A|,1991,|Acura|,|Legend|,258,02:18.110,10,
40,164,|Pendejo Engineering|,|A|,1991,|Alfa Romeo|,|164|,257,02:10.660,,
41,50,|Deepest Valley Racing|,|B|,1975,|Jaguar|,|Xj-350|,256,02:20.462,,
42,700,|Jaywatch|,|A|,1986,|BMW|,|325es|,251,02:13.971,,
43,771,|Haulin' Bass|,|A|,1984,|Mazda|,|RX7|,250,02:14.991,,
44,45,|E=MCHammered|,|A|,1987,|BMW|,|E30|,249,02:10.097,,
45,48,|Cheetors|,|A|,1992,|Nissan|,|Sentra|,248,02:15.670,,
46,60,|Directionally Challenged Racing|,|B|,1985,|Ford|,|Mustang|,247,02:16.415,,
47,158,|Godzilla Loves Bacon|,|A|,1986,|BMW|,|e30|,246,02:24.388,,
48,77,|Team Tinworm|,|A|,1990,|Volvo|,|745|,246,02:22.997,,
49,55,|Flaming A-Holes|,|A|,1990,|Mazda|,|RX7|,242,02:20.807,,
50,999,|Team Highcost LEMóN|,|A|,1991,|Honda|,|Civic|,242,02:13.865,,
51,13,|Oldsmember|,|B|,1979,|Oldsmobile|,|Regency 98 Brougham|,241,02:14.727,,
52,117,|The Fat and the Furious|,|A|,1990,|Mazda|,|Miata|,240,02:15.656,,
53,619,|Bavarian Wasted Metal|,|B|,1979,|BMW|,|E12|,237,02:16.951,,
54,33,|Spirit of Toyota F1 v13.b6|,|A|,1986,|Toyota|,|MR2|,236,02:16.101,,
55,182,|The Black Flags|,|B|,1983,|Toyota|,|Celica Supra|,236,02:21.560,,
56,91,|Fiero Libre|,|C|,1987,|Pontiac|,|Fiero|,236,02:26.364,,
57,914,|LaHonda Bandits Racing Grope|,|C|,1974,|Porsche|,|914|,235,02:20.455,,
58,113,|Demons Revenge|,|B|,1975,|Chevy|,|Camaro|,235,02:21.143,,
59,993,|Slotus Formula One|,|A|,1988,|Honda|,|CRX|,233,02:19.660,,
60,32,|Thunder Chicken Rides Again|,|A|,1988,|Ford|,|Thunderbird|,233,02:15.990,,
61,69,|Sex Pistons|,|C|,1978,|Triumph|,|Spitfire 1500|,232,02:32.512,,
62,78,|Super Troops|,|B|,1978,|Mercury|,|Zephyr|,232,02:17.212,,
63,531,|Holy Grail Racing|,|A|,1987,|Porsche|,|944|,232,02:17.859,,
64,19,|AlienMagoos|,|A|,1978,|Alfa Romeo|,|Alfetta|,231,02:27.577,,
65,42,|Old and the Wreckless|,|B|,1991,|Ford|,|Mustang|,229,02:19.601,,
66,12,|Duct Tape n' Hammers|,|A|,1984,|Porsche|,|944|,227,02:16.162,,
67,24,|Good Luck Everybody Else Racing|,|A|,1999,|Subaru|,|Legacy|,227,02:13.724,,
68,959,|Sin City LeMons|,|A|,1985,|VW|,|Gti|,226,02:21.172,,
69,100,|Occupy Pit Lane|,|B|,1984,|Toyota|,|Celica GT-S|,225,02:29.684,,
70,888,|Frankenstang Racing|,|B|,85,|Ford|,|Mustang|,225,02:17.381,,
71,400,|OLD Fast Auto Race Team & Sons 2|,|A|,1983,|Audi|,|4000|,224,02:19.313,,
72,39,|Tartan Brigade|,|B|,1982,|Datsun|,|280zx|,219,02:19.900,,
73,98,|Eyesore Racing|,|A|,1993,|Mazda|,|Miata|,216,02:07.231,,
74,159,|Delinquent Road Hazards|,|A|,1990,|Mazda|,|Miata|,212,02:20.313,1,
75,334,|Car Error Panamericana|,|B|,2001,|Saturn|,|SL2|,210,02:18.507,,
76,11,|Planes of Shame kaMAZDAkazies|,|A|,1985,|Mazda|,|Rx7|,210,02:23.013,,
77,96,|Clunker Refuge Racing|,|B|,1986,|Nissan|,|300ZR|,209,02:14.614,,
78,9,|Italian Stallions|,|B|,1980,|Fiat|,|X1|,203,02:12.144,,
79,404,|Bassackward Racing|,|B|,1973,|BMW|,|2002|,196,02:26.115,,
80,808,|lysdexic arcing|,|A|,1987,|porsche|,|944|,195,02:17.091,7,
81,81,|Maximum Overdrive Racing|,|B|,72,|Toyota|,|Truck|,195,02:22.003,,
82,204,|Team Le Mopar: Eyesore Racing Tow Service|,|C|,1971,|SIMCA|,|1204|,194,02:43.665,,
83,22,|THE Hammered Heads|,|A|,1986,|Porsche|,|944|,194,02:15.147,1,
84,88,|Beer Goggle Racing|,|B|,1980,|Chevy|,|Camaro|,193,02:27.388,,
85,273,|Sheepshaggers|,|A|,1984,|Chevy|,|Camaro|,190,02:14.804,,
86,192,|Team Titanic Racing|,|A|,1994,|Volvo|,|960|,190,02:24.743,,
87,97,|Buzz Kill Racing|,|B|,1987,|Nissan|,|300ZX|,189,02:20.395,,
88,301,|Guerilla Marketing All-Spin Zone|,|C|,1968,|Austin|,|Moke|,189,02:30.217,,
89,87,|BROverload Racing|,|B|,1985,|Vw|,|Jetta|,186,02:27.066,,
90,139,|BMW bandits|,|B|,1980,|BMW|,|320I|,184,02:18.664,,
91,17,|Third Shift Racing|,|C|,1994,|Lincoln|,|Town car limo|,182,02:40.021,,
92,49,|Volcano MotorSports|,|A|,1993,|BMW|,|3251S|,180,02:15.055,,
93,53,|-ing with Bad Ideas|,|C|,1964,|VW|,|Beetle|,180,02:22.078,1,
94,480,|Talladega Frights|,|B|,1999,|Toyota|,|MR2|,169,02:22.419,,
95,101,|White Trash Ken Racing II|,|A|,1995,|Acura|,|Integra|,167,02:15.789,,
96,777,|Why Won't It StartBucks|,|A|,1987,|Mazda|,|RX7|,165,02:35.998,2,
97,20,|The Washed Up Rally Drivers (WURD)|,|A|,1983,|VW|,|GTI|,157,02:22.257,,
98,34,|Oakland's Finest Undercover|,|B|,1987,|Honda|,|CRX|,157,02:26.235,,
99,556,|Gasholes West|,|A|,1985,|Ford|,|Mustang|,152,02:17.216,,
100,800,|Chim Chim Racing|,|A|,1984,|Porsche|,|944|,150,02:24.410,,
101,6,|Lipstick on a Pig|,|A|,1991,|Nissan|,|Sentra|,147,02:14.485,,
102,1,|StinkyKimch|,|A|,1994,|BMW|,|530|,146,02:13.909,1,
103,80,|Billy Beer Malaise Forever Re-election Racing|,|C|,1979,|Ford|,|Futura|,140,02:36.517,,
104,2,|The Washed Up Rally Drivers (WURD)|,|A|,1983,|VW|,|GTI|,137,02:28.200,,
105,255,|Aperture Science S.L.O.W. 300zx|,|A|,1984,|Nissan|,|300zx|,131,02:25.968,,
106,148,|Angry Birds Racing|,|A|,1997,|VW|,|Cabrio|,118,02:26.918,,
107,124,|LeMini Autosarcophagy|,|C|,1962,|Austin|,|Mini|,118,02:28.450,,
108,501,|Hack Racing|,|B|,1989,|Ford|,|Mustang|,104,02:16.154,,
109,7,|Team Toilet|,|B|,1987,|BMW|,|325is|,104,02:28.433,,
110,57,|The Hot Dogs|,|B|,1987,|Chrysler|,|Conquest|,99,02:14.485,,
111,411,|White Trash Ken Racing|,|A|,1998,|Ford|,|Crown Vic|,99,02:20.248,,
112,259,|Flying Scotsmen II|,|A|,1985,|BMW|,|e30|,91,02:21.497,,
113,582,|The Hasselhoffs|,|B|,1992,|Toyota|,|Paseo|,83,02:19.575,,
114,157,|John Galt Racing|,|B|,1973,|Porsche|,|914|,81,02:26.140,1,
115,44,|Hard-ease|,|A|,1996,|BMW|,|328i|,72,02:11.835,8,
116,119,|Brahma Bull Bomberos Racing|,|A|,1986,|BMW|,|325e|,70,02:25.842,1,
117,72,|B Team - Just Plain Stupid|,|C|,1969,|Who|,|Knows?|,68,02:29.805,,
118,26,|Team Apathy|,|B|,1989,|Saab|,|9000 Turbo|,63,02:16.032,,
119,23,|Austin Canadia-America|,|C|,1969,|Austin|,|America|,53,02:33.394,,
120,73,|Trash Gordon Racing.|,|B|,1981,|Datsun|,|200sx|,51,02:24.402,,
121,401,|April old Fools|,|A|,1985,|Mazda|,|RX7|,51,02:23.391,111,
122,502,|Recession Racing|,|A|,1988,|VW|,|Scirroco|,40,02:33.973,,
123,66,|Cajun Coonasses dba Deaf Leppard|,|A|,1992,|Nissan|,|Sentra|,28,02:21.090,2,
124,38,|Team Steam|,|B|,1988,|Chevy|,|IROC|,28,02:33.095,,
125,171,|Saabgonewild|,|C|,1987,|Saab|,|900|,25,02:22.228,,
126,4,|Cosmorita Cowboys w/the people of Walmart|,|A|,1983,|Porsche|,|944|,24,02:22.860,,
127,265,|Team Harlequin|,|A|,1995,|VW|,|Golf|,19,02:25.253,,
128,274,|Sheep Shaggers Too|,|C|,1991,|Oldsmobile|,|Quad442 W41|,1,,,
129,911,|White Trash Barbie Racing|,|A|,1999,|Ford|,|Crown Vic|,-121,02:14.236,297,
130,51,|Planes of Shame: P-51 Rust-stang|,|A|,1988,|Mazda|,|RX7 V8 Conversion|,-136,02:17.004,275,
131,110,|White Trash Barbie Racing II|,|A|,1995,|Acura|,|Integra|,-265,02:18.514,300,
